x,y,label
-1.668479525346527,2.2425406500007794,government
0.21346385125819345,-1.2087863705271074,montenegro
-0.5750069378010069,1.788313158342029,ministry
-1.6532377100027769,2.738893963953143,education
-1.0333572021191733,2.821963555330321,strategy
-1.2780328506365461,3.269175264030567,development
-1.6500986528784265,1.1946424898384669,higher
2.303341748970406,-1.2988467510778487,podgorica
-2.7236265483058575,-0.20254243100621125,july
-0.5193872246233132,1.19091206008171,introduction
-0.11862011144954054,2.78416903965325,strategic
-2.471124987106883,-0.5692086073660381,goal
-0.9505755893193819,1.3893997894137857,develop
-0.962182081118166,2.0310948275041207,effective
-3.3467324345614413,0.39397364292089293,high
-2.1736672776421067,1.6484282552430276,quality
-1.856546437378259,2.1403718439348673,system
-1.5124713914306898,2.726763800407898,research
-1.0199026705177283,-0.24373323543114062,foster
-2.6405949881807373,2.3552730577632266,social
-0.7514695819011442,2.976656846229991,economic
-1.4325650359252204,1.2537832776346494,society
-1.0727973634080916,0.8340718387920059,equal
-0.8697872684874635,1.9769689766702072,opportunities
-3.2299615077576527,0.026969479846133883,line
0.03572397111541547,1.8476088667333284,principles
-1.7227364014451494,0.7397773124560513,freedom
-0.5062792970085037,1.3978554473211773,democracy
-0.2896561215875038,0.8716712851491735,achieving
-0.3428795507612697,-0.4800007785014138,stated
-0.030047182527970395,0.88007942058893,objective
1.2502791438840772,0.004201097116844139,entails
0.5177707063741341,2.3037364891647574,implementation
-1.8084011929296668,0.8086933162310532,large
-3.193519223071254,-0.19036577026815485,number
-0.10390815594773292,1.3551820727821493,measures
-1.0310199174765093,1.5081969195609204,activities
-0.4667156390652391,0.8752313725363556,contribute
-0.6496006846943249,1.8687995716717052,improvement
-0.1286278609187836,2.8072972757722976,sustainable
-0.44930104236404433,0.8668824946458745,stable
-0.6647133882692159,2.730361256553298,funding
0.7435269320387261,1.1115069075383852,adequate
-1.8443131915363684,1.0954776891756897,response
-0.7966587868877432,1.3549634181906507,labour
-1.9102414191123032,2.1608336389674965,market
-3.1158378144590775,0.12585517393238468,needs
-1.5525657626228018,1.0772939359876332,degree
2.5188647481548103,-0.024329714439148338,internationalization
0.5614627580689269,1.0623464239054334,strengthening
0.29970039330093656,1.6573142233291613,component
-2.1821574628666967,0.7045086077529193,role
-0.2627167101494988,0.7951021826054883,producing
-0.8508840058071205,1.483182323668057,competitive
0.7576662173068378,0.44451098825384067,competent
-2.181372816417561,1.1338510756853897,human
-0.5524231566910233,2.760462725109733,resources
-3.1759989897684506,0.12378742981946877,also
-1.2346658644706225,1.5713251931888386,impact
-1.9780250481543675,1.1443151566100542,changes
-2.2464438918691485,0.433555199012123,actual
0.4785546968153353,1.8328810451004085,institutions
-0.8415414844007896,1.9021741989991647,organization
-1.3063759372396224,1.2877900210417104,terms
-1.491395582285594,1.1357003940496306,teaching
0.3243218475967077,1.6991278902178264,assurance
-0.7202021356119104,-0.8185102521988131,recognise
-3.2912669856804615,0.21134064224310506,making
0.15225518315990866,1.0170170850900302,continuous
-0.09280656817370014,1.0966397818384037,contribution
1.4853507272622652,-0.418707743402719,emancipation
1.2347896934448883,0.6134111790203023,preserving
1.6157091255631388,-0.2466327943009813,recognising
-0.8010142570696116,1.2160839288451681,traditional
-0.6666052938125115,1.1337239623822752,identity
-0.5000070848401681,1.4910635430459258,values
-0.5240205265321707,1.030272499184218,contemporary
0.4961533854056716,0.31396770360097886,aspirations
-1.5329851054716075,0.5418367708396448,mission
0.48253110312897324,1.3208539510173,objectives
1.5776601278107152,-0.9093830897607182,harmonized
-2.3095698404112253,-1.1125126223903337,eu
-0.1846965147956204,1.2992273093463353,documents
-1.9288142274904183,0.9919190174634158,europe
