label,cluster,tfidf
progress,0,0.0013270741601166317
enjoyment,0,0.01012233159530968
aspect,0,0.0024021646822019755
employed,0,0.013362468459238535
mechanism,0,0.0017088970047718054
drain,0,0.005815359395988373
promotes,0,0.0029686056188975496
equal,0,0.0011424560680762315
implement,0,0.000519007592187054
brain,0,0.006709136881523281
prevail,0,0.006709136881523281
decline,0,0.029663479509631958
population,0,0.003317685400291579
mutual,0,0.007206494046605927
recognition,0,0.004569824272304926
standards,0,0.0019894286603305833
contrary,0,0.005815359395988373
obvious,0,0.005122091718558203
among,0,0.0014622221016807203
poverty,0,0.00732374659265544
interest,0,0.0013200371837976351
exceeds,0,0.008153463587689425
achievements,0,0.004804329364403951
accomplished,0,0.005122091718558203
focusing,0,0.0021534860996606526
potential,0,0.0013270741601166317
separate,0,0.0024021646822019755
ratio,0,0.015385965553472483
phases,0,0.002672493691847707
phase,0,0.007692982776736241
measures,0,0.0015236152079485942
located,0,0.013183768670947537
areas,0,0.0
particularly,0,0.007795829941943013
applied,0,0.0013200371837976351
decade,0,0.0024021646822019755
justified,0,0.004555650781862629
preferred,0,0.004076731793844712
definition,0,0.026717450570077947
selective,0,0.005815359395988373
interaction,0,0.0029686056188975496
demands,0,0.0009744787427428766
directly,0,0.0013200371837976351
adjustments,0,0.00732374659265544
barriers,0,0.0032959421677368843
provided,0,0.0049517494258329315
repairs,0,0.01012233159530968
causing,0,0.006709136881523281
returning,0,0.005815359395988373
related,0,0.0014920714952479375
suffered,0,0.033545684407616405
sharp,0,0.009111301563725258
rational,0,0.0029686056188975496
grows,0,0.006709136881523281
caused,0,0.006591884335473769
majority,0,0.0021534860996606526
filling,0,0.005122091718558203
severely,0,0.006709136881523281
families,0,0.0068355880190872215
vulnerable,0,0.013362468459238535
formed,0,0.005937211237795099
higher,0,0.0
however,0,0.006821351199200136
difficulties,0,0.01098561988898316
distant,0,0.007968845495649026
inequality,0,0.004555650781862629
factors,0,0.0068355880190872215
elderly,0,0.006709136881523281
fields,0,0.022440632124559802
trained,0,0.0038464913883681207
negative,0,0.0029686056188975496
steady,0,0.013666952345587886
varies,0,0.004076731793844712
resulting,0,0.0038464913883681207
chosen,0,0.00366187329632772
overall,0,0.0006635370800583158
depending,0,0.0015083871966670675
preparing,0,0.0015083871966670675
distance,0,0.015385965553472483
priorities,0,0.0008151195192368971
daytime,0,0.01012233159530968
existing,0,0.00109666657626054
identified,0,0.0017088970047718054
incomplete,0,0.026836547526093123
directed,0,0.0021534860996606526
heated,0,0.02024466319061936
importance,0,0.002284912136152463
significant,0,0.0026541483202332634
requires,0,0.0011424560680762315
destruction,0,0.007968845495649026
approval,0,0.07308333637899429
rhythm,0,0.007968845495649026
regularly,0,0.0029686056188975496
informed,0,0.0013200371837976351
towards,0,0.00464475956040821
vast,0,0.006709136881523281
statements,0,0.005815359395988373
conflict,0,0.008153463587689425
included,0,0.0011427114059614457
strictly,0,0.005815359395988373
necessary,0,0.0
receiving,0,0.004555650781862629
temporarily,0,0.01593769099129805
resolved,0,0.006709136881523281
partially,0,0.004076731793844712
heating,0,0.01744607818796512
psychological,0,0.007206494046605927
function,0,0.004306972199321305
guiding,0,0.005122091718558203
aimed,0,0.00464475956040821
lessons,0,0.0032959421677368843
issued,0,0.008905816856692648
situations,0,0.0021534860996606526
severe,0,0.004555650781862629
textbooks,0,0.0626229011870008
values,0,0.0024453585577106913
destroyed,0,0.03036699478592904
interests,0,0.0034177940095436107
earthquake,0,0.01012233159530968
introduced,0,0.0058468724564572595
objective,0,0.0024453585577106913
partial,0,0.00366187329632772
bathrooms,0,0.01012233159530968
solved,0,0.005122091718558203
adopted,0,0.0034177940095436107
connected,0,0.002672493691847707
outdated,0,0.00366187329632772
otherwise,0,0.004555650781862629
extremely,0,0.0032959421677368843
improved,0,0.002284912136152463
guaranteed,0,0.006591884335473769
sided,0,0.01012233159530968
steadily,0,0.004555650781862629
tends,0,0.007968845495649026
gap,0,0.0032959421677368843
adequate,0,0.002076030368748216
resulted,0,0.008153463587689425
consequence,0,0.010244183437116406
capacity,0,0.00038090380198714855
include,0,0.0002486785825413229
abilities,0,0.0034273682042286944
motivation,0,0.0013200371837976351
stable,0,0.006591884335473769
balanced,0,0.002672493691847707
ignored,0,0.01012233159530968
equipped,0,0.005344987383695414
shifting,0,0.006709136881523281
dictate,0,0.01012233159530968
worn,0,0.01012233159530968
directions,0,0.01870745584293395
addressed,0,0.004804329364403951
achieved,0,0.000519007592187054
proceed,0,0.0029686056188975496
remaining,0,0.00366187329632772
predicted,0,0.007968845495649026
covering,0,0.004306972199321305
