word,tfidf
armenia,0.5578191846954318
roa,0.3825045837911532
elaboration,0.25633113074294045
doc,0.20955993596568093
quarter,0.1843953018680953
upbringing,0.1832834463999276
program,0.16155263831146108
mid,0.15379867844576425
cadres,0.1417126423343355
needing,0.10359499144343733
attestation,0.0956261459477883
diaspora,0.09392791634132593
armenian,0.07968845495649025
pedagogical,0.07690036521473123
decreased,0.07559967214784884
approval,0.07308333637899429
utilization,0.07171960946084123
programs,0.07106504128880153
secondary,0.07010027865437315
normative,0.06930444049536011
rationalization,0.06709136881523281
exemplary,0.06709136881523281
schooling,0.0653093236157461
textbooks,0.0626229011870008
fourth,0.061465100622698436
yearly,0.05815359395988373
enrolled,0.05765195237284742
expansion,0.05612236752880184
tariff,0.050611657976548395
budgetary,0.050445458326241484
organization,0.04808114235460151
attachment,0.04781307297389415
military,0.04781307297389415
republican,0.04781307297389415
boarding,0.04696395817066296
formation,0.045641128961837536
preschool,0.04555650781862629
school,0.0451536605202737
field,0.04445698436390716
republic,0.04306972199321305
acts,0.04275989906956331
laws,0.0415604786645657
ph,0.04070751577191861
yerevan,0.04048932638123872
loaded,0.04048932638123872
marz,0.04048932638123872
stss,0.04048932638123872
drams,0.04048932638123872
disproportional,0.04048932638123872
broadcasting,0.04048932638123872
aspirants,0.04048932638123872
imperfect,0.04025482128913968
item,0.03984422747824513
charitable,0.03984422747824513
performances,0.03984422747824513
privileges,0.03984422747824513
tv,0.03984422747824513
children,0.03800467096697219
educational,0.03704295990924491
citizen,0.03625536384510572
graduate,0.03588683710020791
payments,0.03585464202990742
qualification,0.03564100396253615
organizations,0.03445577759457044
pre,0.034273682042286945
preliminary,0.033545684407616405
radio,0.033545684407616405
restoration,0.033545684407616405
suffered,0.033545684407616405
establishment,0.03313122597421071
professionals,0.03295942167736884
governing,0.03295942167736884
labor,0.03295685966694948
scientific,0.03198876990613448
acute,0.0318753819825961
patriotic,0.0318753819825961
relocation,0.0318753819825961
totals,0.0318753819825961
funding,0.03184977984279916
elementary,0.030732550311349218
contest,0.03036699478592904
destroyed,0.03036699478592904
statehood,0.03036699478592904
turning,0.03036699478592904
lecturers,0.029663479509631958
decline,0.029663479509631958
unified,0.029397430610324776
literature,0.02929498637062176
enrollment,0.029076796979941866
furniture,0.029076796979941866
typical,0.029076796979941866
law,0.027418945633829555
lack,0.027342352076348886
center,0.027333904691175772
incomplete,0.026836547526093123
signing,0.026836547526093123
suspended,0.026836547526093123
unification,0.026836547526093123
definition,0.026717450570077947
revision,0.026367537341895075
professors,0.025633113074294042
charter,0.025633113074294042
officials,0.025633113074294042
grades,0.025633113074294042
mapping,0.025610458592791013
quotas,0.023906536486947075
shifted,0.023906536486947075
soviet,0.023906536486947075
dismissal,0.023906536486947075
authorized,0.023906536486947075
ideology,0.023906536486947075
rural,0.023748844951180396
slow,0.023261437583953493
arrangement,0.023261437583953493
competitions,0.023261437583953493
decree,0.023261437583953493
democratization,0.023261437583953493
granting,0.023261437583953493
spiritual,0.023261437583953493
august,0.022778253909313144
guarantees,0.022778253909313144
modernization,0.022778253909313144
progressive,0.022778253909313144
matching,0.022778253909313144
ngos,0.022778253909313144
fields,0.022440632124559802
buildings,0.021155702636024665
schools,0.021137679516012448
allocation,0.021117420753338945
compared,0.021117420753338945
courses,0.020564209225372165
allocations,0.020488366874232812
optimization,0.020488366874232812
renovation,0.020488366874232812
refurbishment,0.020488366874232812
decentralization,0.020488366874232812
acad,0.02024466319061936
contradictions,0.02024466319061936
creche,0.02024466319061936
esthetic,0.02024466319061936
heated,0.02024466319061936
hinder,0.02024466319061936
magistrates,0.02024466319061936
mpp,0.02024466319061936
reimbursement,0.02024466319061936
revolving,0.02024466319061936
tough,0.02024466319061936
undergoes,0.02024466319061936
kindergarten,0.02012741064456984
density,0.02012741064456984
centralization,0.02012741064456984
post,0.019800557756964526
pupils,0.019800557756964526
subjects,0.019800557756964526
list,0.019800557756964526
publications,0.019775653006421305
expenses,0.019775653006421305
update,0.019775653006421305
institutions,0.019618146530882997
compliance,0.019232456941840604
pupil,0.019232456941840604
state,0.01876518363823591
mainly,0.01870745584293395
directions,0.01870745584293395
preparation,0.018515096112114653
imposed,0.018222603127450516
timelines,0.018222603127450516
laboratory,0.018222603127450516
norms,0.018222603127450516
solution,0.018222603127450516
special,0.017902478693395982
respective,0.017811633713385296
subordinate,0.01744607818796512
heating,0.01744607818796512
devices,0.01744607818796512
complexes,0.01744607818796512
ba,0.01744607818796512
collection,0.017309211247656546
personnel,0.017309211247656546
amendments,0.01722788879728522
pilot,0.01716048338936926
publication,0.01716048338936926
budget,0.01711750990397484
middle,0.01647971083868442
heads,0.01630692717537885
urgent,0.01630692717537885
rehabilitation,0.01630692717537885
gradual,0.01630692717537885
principles,0.01630239038473794
annually,0.01603496215108624
september,0.01603496215108624
exceeding,0.01593769099129805
zone,0.01593769099129805
temporarily,0.01593769099129805
staffed,0.01593769099129805
rating,0.01593769099129805
physiology,0.01593769099129805
handicraft,0.01593769099129805
charters,0.01593769099129805
doctorates,0.01593769099129805
densely,0.01593769099129805
delineation,0.01593769099129805
craftsmanship,0.01593769099129805
computerized,0.01593769099129805
cis,0.01593769099129805
free,0.015840446205571623
technical,0.015840446205571623
identification,0.015385965553472483
ratio,0.015385965553472483
distance,0.015385965553472483
paid,0.015385965553472483
specialists,0.015380073042946248
article,0.015366275155674609
rental,0.015366275155674609
constitutes,0.015366275155674609
nation,0.015366275155674609
wages,0.015366275155674609
whereas,0.015366275155674609
draft,0.015083871966670674
starting,0.015083871966670674
professions,0.014851928884991008
though,0.014843028094487749
january,0.014843028094487749
appointment,0.01464749318531088
curricula,0.01461718114114315
computer,0.014412988093211855
relations,0.014412988093211855
almost,0.014412988093211855
conditions,0.014013204989050457
increased,0.013857031827027251
structure,0.013857031827027251
reforms,0.013671176038174443
formula,0.013666952345587886
settlements,0.013666952345587886
licensing,0.013666952345587886
kindergartens,0.013666952345587886
steady,0.013666952345587886
satisfactory,0.013666952345587886
centers,0.013666952345587886
actually,0.013666952345587886
zones,0.013418273763046561
teenagers,0.013418273763046561
sponsoring,0.013418273763046561
sanitary,0.013418273763046561
reproduction,0.013418273763046561
outflow,0.013418273763046561
popular,0.013418273763046561
ideological,0.013418273763046561
nursery,0.013418273763046561
deprived,0.013418273763046561
architectural,0.013418273763046561
accountants,0.013418273763046561
utilized,0.013418273763046561
disaster,0.013418273763046561
accessibility,0.013362468459238535
vulnerable,0.013362468459238535
employed,0.013362468459238535
classrooms,0.013362468459238535
admission,0.013362468459238535
councils,0.013362468459238535
parents,0.013200371837976352
still,0.013200371837976352
certificates,0.013183768670947537
located,0.013183768670947537
pace,0.013183768670947537
specialized,0.013183768670947537
senior,0.013183768670947537
women,0.013183768670947537
per,0.013041912307790353
provision,0.012931286292148791
adoption,0.012920916597963916
regulation,0.012920916597963916
certain,0.012668223655657394
situation,0.012567016748838547
leisure,0.012230195381534139
qualities,0.012230195381534139
professor,0.012230195381534139
prospective,0.012230195381534139
faculty,0.012230195381534139
adjusted,0.012230195381534139
loans,0.012230195381534139
continuation,0.012230195381534139
sciences,0.01206709757333654
budgets,0.012010823411009878
problem,0.011962279033402636
political,0.011962279033402636
providing,0.01193717462030224
fees,0.011874422475590198
tax,0.011874422475590198
becomes,0.011874422475590198
optimal,0.011874422475590198
currently,0.011693744912914519
tendency,0.011630718791976746
male,0.011630718791976746
variations,0.011630718791976746
thousand,0.011630718791976746
socioeconomic,0.011630718791976746
populated,0.011630718791976746
outreach,0.011630718791976746
projection,0.011630718791976746
humanitarian,0.011630718791976746
enforcement,0.011630718791976746
dropped,0.011630718791976746
clarification,0.011630718791976746
characteristic,0.011630718791976746
besides,0.011630718791976746
gdp,0.011539474165104363
full,0.011280130360991368
difficulties,0.01098561988898316
laboratories,0.01098561988898316
training,0.010941857631818208
net,0.010767430498303263
libraries,0.010767430498303263
connections,0.010767430498303263
statistical,0.010767430498303263
transfer,0.010719266170171642
stated,0.010689974767390828
activities,0.01066530645564016
local,0.010616593280933053
funds,0.010596553750079663
maintenance,0.010560297470381081
average,0.010560297470381081
control,0.010558710376669472
regulations,0.010282104612686083
right,0.010282104612686083
countries,0.010282104612686083
equipment,0.010282104612686083
offered,0.010253382028630832
profile,0.010253382028630832
gets,0.010244183437116406
entity,0.010244183437116406
inefficient,0.010244183437116406
unsatisfactory,0.010244183437116406
fixed,0.010244183437116406
hygienic,0.010244183437116406
constitutional,0.010244183437116406
consequence,0.010244183437116406
code,0.010244183437116406
articles,0.010244183437116406
constitution,0.010244183437116406
readjustment,0.01012233159530968
sided,0.01012233159530968
scopes,0.01012233159530968
schoolchildren,0.01012233159530968
resumption,0.01012233159530968
resumed,0.01012233159530968
residing,0.01012233159530968
repairs,0.01012233159530968
rearrangement,0.01012233159530968
postponed,0.01012233159530968
preperation,0.01012233159530968
soaring,0.01012233159530968
physiologist,0.01012233159530968
physicist,0.01012233159530968
pensioner,0.01012233159530968
penetrated,0.01012233159530968
nights,0.01012233159530968
negligence,0.01012233159530968
naturalist,0.01012233159530968
mpps,0.01012233159530968
sister,0.01012233159530968
somehow,0.01012233159530968
sociology,0.01012233159530968
tours,0.01012233159530968
magistrate,0.01012233159530968
youths,0.01012233159530968
worn,0.01012233159530968
wold,0.01012233159530968
warring,0.01012233159530968
varieties,0.01012233159530968
unsolicited,0.01012233159530968
tutor,0.01012233159530968
totaling,0.01012233159530968
stoves,0.01012233159530968
totaled,0.01012233159530968
theology,0.01012233159530968
thee,0.01012233159530968
summarizing,0.01012233159530968
subsidiaries,0.01012233159530968
studentship,0.01012233159530968
sts,0.01012233159530968
stronghold,0.01012233159530968
memebers,0.01012233159530968
aas,0.01012233159530968
lori,0.01012233159530968
bnaget,0.01012233159530968
dictate,0.01012233159530968
daytime,0.01012233159530968
craftsmen,0.01012233159530968
copernicus,0.01012233159530968
contesting,0.01012233159530968
channeling,0.01012233159530968
breaks,0.01012233159530968
borderline,0.01012233159530968
blackboards,0.01012233159530968
discounts,0.01012233159530968
bibb,0.01012233159530968
bathrooms,0.01012233159530968
bachelors,0.01012233159530968
attachments,0.01012233159530968
athletic,0.01012233159530968
anthropological,0.01012233159530968
annul,0.01012233159530968
leveled,0.01012233159530968
discount,0.01012233159530968
braking,0.01012233159530968
docents,0.01012233159530968
guidebook,0.01012233159530968
drills,0.01012233159530968
insufficiency,0.01012233159530968
insolvency,0.01012233159530968
inco,0.01012233159530968
impair,0.01012233159530968
ignored,0.01012233159530968
humane,0.01012233159530968
guidebooks,0.01012233159530968
guaranty,0.01012233159530968
got,0.01012233159530968
kapan,0.01012233159530968
goris,0.01012233159530968
folds,0.01012233159530968
fixing,0.01012233159530968
feminization,0.01012233159530968
enjoyment,0.01012233159530968
enjoyed,0.01012233159530968
earthquake,0.01012233159530968
faculties,0.009887826503210653
jointly,0.009887826503210653
causes,0.009887826503210653
projected,0.009887826503210653
mechanisms,0.009781434230842765
involvement,0.009781434230842765
science,0.009744787427428766
last,0.009616228470920302
socially,0.009616228470920302
overview,0.009608658728807902
respectively,0.009608658728807902
teachers,0.009522595049678714
introduction,0.00944978613657027
processes,0.00934213665936697
autonomy,0.009240260286583446
governance,0.009240260286583446
improvement,0.009201107554028948
promotion,0.009139648544609852
duplication,0.009111301563725258
sharp,0.009111301563725258
manuals,0.009111301563725258
tuition,0.009111301563725258
absolute,0.009111301563725258
markets,0.009111301563725258
textbook,0.009111301563725258
third,0.008966314711605868
self,0.008966314711605868
construction,0.008905816856692648
issued,0.008905816856692648
organizational,0.008905816856692648
enterprises,0.008905816856692648
problems,0.008823129067179917
line,0.008625982040758106
going,0.00861394439864261
restructuring,0.00861394439864261
survey,0.00861394439864261
legislative,0.008544485023859027
care,0.008544485023859027
non,0.008379883643717268
criteria,0.008379883643717268
staff,0.008304121474992864
conflict,0.008153463587689425
specialties,0.008153463587689425
replacement,0.008153463587689425
obligatory,0.008153463587689425
nutrition,0.008153463587689425
exceeds,0.008153463587689425
demanding,0.008153463587689425
completely,0.008153463587689425
character,0.008153463587689425
brief,0.008153463587689425
adjustment,0.008153463587689425
workload,0.008153463587689425
resulted,0.008153463587689425
didactic,0.008153463587689425
updated,0.00801748107554312
mentioned,0.00801748107554312
salary,0.00801748107554312
orientation,0.00801748107554312
vacant,0.007968845495649026
hostels,0.007968845495649026
imported,0.007968845495649026
inventory,0.007968845495649026
lawful,0.007968845495649026
legitimate,0.007968845495649026
localization,0.007968845495649026
mis,0.007968845495649026
mismatch,0.007968845495649026
museums,0.007968845495649026
nowadays,0.007968845495649026
physiological,0.007968845495649026
poorly,0.007968845495649026
popularity,0.007968845495649026
predicted,0.007968845495649026
heaters,0.007968845495649026
proportions,0.007968845495649026
reinforcement,0.007968845495649026
rhythm,0.007968845495649026
roofing,0.007968845495649026
sects,0.007968845495649026
situated,0.007968845495649026
stays,0.007968845495649026
studios,0.007968845495649026
subscription,0.007968845495649026
tailored,0.007968845495649026
tempus,0.007968845495649026
trips,0.007968845495649026
undp,0.007968845495649026
unequal,0.007968845495649026
hindered,0.007968845495649026
propaganda,0.007968845495649026
harmonized,0.007968845495649026
couple,0.007968845495649026
handicapped,0.007968845495649026
unpaid,0.007968845495649026
tends,0.007968845495649026
uncoordinated,0.007968845495649026
accessories,0.007968845495649026
additions,0.007968845495649026
architect,0.007968845495649026
armenians,0.007968845495649026
athletics,0.007968845495649026
centuries,0.007968845495649026
channeled,0.007968845495649026
completeness,0.007968845495649026
consequent,0.007968845495649026
correspondence,0.007968845495649026
armed,0.007968845495649026
crises,0.007968845495649026
gradation,0.007968845495649026
fledged,0.007968845495649026
filed,0.007968845495649026
festivals,0.007968845495649026
extern,0.007968845495649026
economists,0.007968845495649026
ecology,0.007968845495649026
donor,0.007968845495649026
distant,0.007968845495649026
dissolution,0.007968845495649026
dispersed,0.007968845495649026
destruction,0.007968845495649026
delayed,0.007968845495649026
contents,0.00796244496069979
degree,0.00796244496069979
particularly,0.007795829941943013
bodies,0.007795829941943013
duration,0.007692982776736241
phase,0.007692982776736241
internet,0.007692982776736241
old,0.007692982776736241
operational,0.007541935983335337
thus,0.007541935983335337
protection,0.007541935983335337
according,0.007336075673132074
worker,0.00732374659265544
volume,0.00732374659265544
october,0.00732374659265544
cause,0.00732374659265544
april,0.00732374659265544
adjustments,0.00732374659265544
necessity,0.00732374659265544
realization,0.00732374659265544
locations,0.00732374659265544
employee,0.00732374659265544
bringing,0.00732374659265544
conducting,0.00732374659265544
comes,0.00732374659265544
poverty,0.00732374659265544
systems,0.007298907880641474
services,0.007266106290618755
studies,0.007266106290618755
etc,0.007266106290618755
entities,0.007206494046605927
reporting,0.007206494046605927
description,0.007206494046605927
mutual,0.007206494046605927
top,0.007206494046605927
psychological,0.007206494046605927
international,0.0069630003111570415
several,0.006854736408457389
equality,0.0068355880190872215
factors,0.0068355880190872215
day,0.0068355880190872215
families,0.0068355880190872215
living,0.0068355880190872215
comprehensive,0.006821351199200136
demand,0.006821351199200136
however,0.006821351199200136
revising,0.006709136881523281
prevail,0.006709136881523281
resolved,0.006709136881523281
rector,0.006709136881523281
quick,0.006709136881523281
proportional,0.006709136881523281
prohibited,0.006709136881523281
magazines,0.006709136881523281
oil,0.006709136881523281
mention,0.006709136881523281
intensification,0.006709136881523281
lists,0.006709136881523281
lecturer,0.006709136881523281
investors,0.006709136881523281
reveals,0.006709136881523281
victims,0.006709136881523281
russian,0.006709136881523281
screening,0.006709136881523281
severely,0.006709136881523281
shadow,0.006709136881523281
shifting,0.006709136881523281
street,0.006709136881523281
survival,0.006709136881523281
threshold,0.006709136881523281
toolkit,0.006709136881523281
triple,0.006709136881523281
vast,0.006709136881523281
weakened,0.006709136881523281
worse,0.006709136881523281
faces,0.006709136881523281
grows,0.006709136881523281
rehabilitated,0.006709136881523281
exhibition,0.006709136881523281
causing,0.006709136881523281
alumni,0.006709136881523281
favorable,0.006709136881523281
entitlement,0.006709136881523281
overloaded,0.006709136881523281
staffs,0.006709136881523281
accomplishment,0.006709136881523281
assembly,0.006709136881523281
basics,0.006709136881523281
bears,0.006709136881523281
bias,0.006709136881523281
brain,0.006709136881523281
catalogue,0.006709136881523281
catalogues,0.006709136881523281
offs,0.006709136881523281
chairs,0.006709136881523281
definitely,0.006709136881523281
collapse,0.006709136881523281
elderly,0.006709136881523281
disappear,0.006709136881523281
deviations,0.006709136881523281
deputy,0.006709136881523281
displayed,0.006709136881523281
decrees,0.006709136881523281
contractual,0.006709136881523281
contextual,0.006709136881523281
constituted,0.006709136881523281
conformity,0.006709136881523281
communal,0.006709136881523281
integration,0.006635370800583158
modern,0.006635370800583158
university,0.006635370800583158
functions,0.006600185918988176
issue,0.006600185918988176
forward,0.006591884335473769
stable,0.006591884335473769
industrial,0.006591884335473769
ii,0.006591884335473769
guaranteed,0.006591884335473769
caused,0.006591884335473769
library,0.006591884335473769
horizontal,0.006591884335473769
expenditures,0.006591884335473769
entrance,0.006591884335473769
yet,0.006460458298981958
approved,0.006460458298981958
basic,0.0062280911062446475
capital,0.00603354878666827
competitiveness,0.00603354878666827
legislation,0.005971833720524842
history,0.005937211237795099
constitute,0.005937211237795099
test,0.005937211237795099
grow,0.005937211237795099
half,0.005937211237795099
formed,0.005937211237795099
governmental,0.005937211237795099
administrative,0.0058468724564572595
introduced,0.0058468724564572595
guidelines,0.0058468724564572595
share,0.0058468724564572595
violence,0.005815359395988373
filled,0.005815359395988373
letters,0.005815359395988373
licensed,0.005815359395988373
limitation,0.005815359395988373
movement,0.005815359395988373
narrowly,0.005815359395988373
objects,0.005815359395988373
practically,0.005815359395988373
reasoned,0.005815359395988373
researches,0.005815359395988373
doctorate,0.005815359395988373
selective,0.005815359395988373
statements,0.005815359395988373
strict,0.005815359395988373
strictly,0.005815359395988373
structuring,0.005815359395988373
submission,0.005815359395988373
returning,0.005815359395988373
ecological,0.005815359395988373
psychology,0.005815359395988373
redistribution,0.005815359395988373
commissions,0.005815359395988373
delays,0.005815359395988373
discrepancy,0.005815359395988373
heading,0.005815359395988373
officers,0.005815359395988373
printing,0.005815359395988373
debt,0.005815359395988373
radical,0.005815359395988373
drain,0.005815359395988373
undertaking,0.005815359395988373
arena,0.005815359395988373
prioritization,0.005815359395988373
assisting,0.005815359395988373
broken,0.005815359395988373
clarified,0.005815359395988373
consisting,0.005815359395988373
contrary,0.005815359395988373
crafts,0.005815359395988373
condition,0.005769737082552182
significantly,0.005769737082552182
agreements,0.005769737082552182
insufficient,0.005769737082552182
natural,0.005769737082552182
main,0.005713557029807228
material,0.0057122803403811566
types,0.0057122803403811566
three,0.005709083514057594
terms,0.005705836634658279
materials,0.005705836634658279
efficient,0.005705836634658279
low,0.005705836634658279
sub,0.005344987383695414
existence,0.005344987383695414
coordinated,0.005344987383695414
century,0.005344987383695414
times,0.005344987383695414
equipped,0.005344987383695414
presented,0.005344987383695414
poor,0.005344987383695414
june,0.005344987383695414
enough,0.005344987383695414
perspectives,0.005344987383695414
requirements,0.00533265322782008
regular,0.0052801487351905405
responsibilities,0.0052801487351905405
departments,0.0052801487351905405
even,0.0052801487351905405
multi,0.0052801487351905405
operating,0.0052801487351905405
health,0.0052801487351905405
second,0.005190075921870539
involved,0.005190075921870539
decision,0.005190075921870539
coordination,0.005126691014315416
creative,0.005126691014315416
competitive,0.005126691014315416
real,0.005126691014315416
works,0.005126691014315416
classes,0.005126691014315416
putting,0.005122091718558203
healthcare,0.005122091718558203
initiation,0.005122091718558203
meanwhile,0.005122091718558203
men,0.005122091718558203
minimal,0.005122091718558203
obvious,0.005122091718558203
phenomena,0.005122091718558203
possess,0.005122091718558203
solved,0.005122091718558203
rewards,0.005122091718558203
sample,0.005122091718558203
sphere,0.005122091718558203
staffing,0.005122091718558203
translation,0.005122091718558203
tutors,0.005122091718558203
universal,0.005122091718558203
fee,0.005122091718558203
filling,0.005122091718558203
describing,0.005122091718558203
employing,0.005122091718558203
turns,0.005122091718558203
grouped,0.005122091718558203
accomplished,0.005122091718558203
centralized,0.005122091718558203
directors,0.005122091718558203
et,0.005122091718558203
guiding,0.005122091718558203
pending,0.005122091718558203
operative,0.005122091718558203
unclear,0.005122091718558203
electric,0.005122091718558203
attached,0.005122091718558203
elimination,0.005122091718558203
emerged,0.005122091718558203
eight,0.005122091718558203
distinction,0.005122091718558203
attaining,0.005122091718558203
provided,0.0049517494258329315
ministry,0.004890717115421383
principle,0.004890717115421383
institution,0.004890717115421383
students,0.004874073672269066
allocated,0.004872393713714383
funded,0.004872393713714383
concept,0.004872393713714383
carried,0.004872393713714383
gradually,0.004804329364403951
safety,0.004804329364403951
components,0.004804329364403951
mathematics,0.004804329364403951
colleges,0.004804329364403951
months,0.004804329364403951
march,0.004804329364403951
december,0.004804329364403951
achievements,0.004804329364403951
mandatory,0.004804329364403951
graduation,0.004804329364403951
diploma,0.004804329364403951
addressed,0.004804329364403951
age,0.00464475956040821
aimed,0.00464475956040821
towards,0.00464475956040821
total,0.004569824272304926
view,0.004569824272304926
since,0.004569824272304926
facilities,0.004569824272304926
complex,0.004569824272304926
recognition,0.004569824272304926
receiving,0.004555650781862629
enrichment,0.004555650781862629
forces,0.004555650781862629
harmonize,0.004555650781862629
departmental,0.004555650781862629
inequality,0.004555650781862629
issuing,0.004555650781862629
methodical,0.004555650781862629
ratios,0.004555650781862629
steadily,0.004555650781862629
reviews,0.004555650781862629
securing,0.004555650781862629
served,0.004555650781862629
severe,0.004555650781862629
side,0.004555650781862629
something,0.004555650781862629
unnecessary,0.004555650781862629
vacancies,0.004555650781862629
emergency,0.004555650781862629
bearing,0.004555650781862629
dedicated,0.004555650781862629
guides,0.004555650781862629
conference,0.004555650781862629
conferences,0.004555650781862629
items,0.004555650781862629
computers,0.004555650781862629
cut,0.004555650781862629
earmarked,0.004555650781862629
fine,0.004555650781862629
biology,0.004555650781862629
justified,0.004555650781862629
otherwise,0.004555650781862629
reasonable,0.004555650781862629
timeline,0.004555650781862629
stipulated,0.004555650781862629
beneficial,0.004555650781862629
bilateral,0.004555650781862629
opening,0.004555650781862629
inter,0.004525161590001202
setting,0.004525161590001202
rights,0.004525161590001202
class,0.004525161590001202
innovative,0.004525161590001202
focused,0.004525161590001202
accreditation,0.004525161590001202
knowledge,0.004476214485743812
covering,0.004306972199321305
